activation,add_noise,anomaly_ratio,auxi_batch_size,auxi_lambda,auxi_loss,auxi_mode,auxi_type,batch_size,c_out,channel_independence,checkpoints,cutoff_freq_percentage,d_ff,d_layers,d_model,data,data_id,data_path,data_percentage,dec_in,des,deterministic,devices,distil,dropout,e_layers,embed,enc_in,extra_metrics,factor,features,first_order,fix_seed,freq,gpu,inner_lr,inverse,is_training,itr,label_len,learning_rate,leg_degree,log_path,loss,lr_decay,lradj,mask_rate,max_norm,meta_inner_steps,meta_lr,meta_optim_type,meta_type,min_lr,mode,model,model_id,model_per_task,module_first,moving_avg,n_heads,noise_amp,noise_freq_percentage,noise_seed,noise_type,num_kernels,num_tasks,num_workers,offload,optim_type,output_attention,output_log,output_pred,output_vis,overlap_ratio,p_hidden_dims,p_hidden_layers,patience,pct_start,pred_len,pretrain_model_path,rec_lambda,reconstruction_type,report_to,rerun,results,root_path,seasonal_patterns,seq_len,step_size,target,task_name,test_batch_size,test_results,thread,top_k,train_epochs,use_amp,use_gpu,use_multi_gpu,verbose,warmup_steps,weighting_type,mae,mse,rmse,mape,mspe,mre,exp_dir
gelu,False,0.25,1024,0.1,MAE,rfft,complex,32,170,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_12_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS08,PEMS08.npz,1.0,170,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,170,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_12_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS08_96_12,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,12,,0.9,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_12_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_12_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.1850261390209198,0.08260920643806458,0.2874181866645813,1.614807367324829,5369.134765625,1.614807367324829,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_12_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.2,MAE,rfft,complex,32,170,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_24_0.8_0.2_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS08,PEMS08.npz,1.0,170,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,170,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_24_0.8_0.2_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS08_96_24,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,24,,0.8,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_24_0.8_0.2_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_24_0.8_0.2_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2259705662727356,0.12344613671302795,0.35134902596473694,1.9579743146896362,9360.6318359375,1.9579743146896362,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_24_0.8_0.2_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.1,MAE,rfft,complex,32,170,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_36_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS08,PEMS08.npz,1.0,170,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,170,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_36_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS08_96_36,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,36,,0.9,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_36_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_36_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.26597967743873596,0.1685890108346939,0.41059592366218567,2.213866710662842,10351.9541015625,2.213866710662842,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_36_0.9_0.1_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.3,MAE,rfft,complex,32,170,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_48_0.7_0.3_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,PEMS,PEMS08,PEMS08.npz,1.0,170,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,170,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_48_0.7_0.3_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,PEMS08_96_48,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,48,,0.7,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_48_0.7_0.3_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/PEMS/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_48_0.7_0.3_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.30196046829223633,0.21541959047317505,0.4641331732273102,2.451894760131836,15157.7568359375,2.451894760131836,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_PEMS08_48_0.7_0.3_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.07,MAE,rfft,complex,16,862,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_96_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Traffic,traffic.csv,1.0,862,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,862,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_96_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Traffic_96_96,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,96,,0.93,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_96_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/traffic/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_96_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2677967846393585,0.394304096698761,0.6279363632202148,2.8840575218200684,149762.28125,2.8840575218200684,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_96_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1
gelu,False,0.25,1024,0.07,MAE,rfft,complex,16,862,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_192_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Traffic,traffic.csv,1.0,862,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,862,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_192_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Traffic_96_192,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,192,,0.93,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_192_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/traffic/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_192_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.27460452914237976,0.41325047612190247,0.642845630645752,2.8858399391174316,136680.375,2.8858399391174316,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_192_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1
gelu,False,0.25,1024,0.07,MAE,rfft,complex,16,862,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_336_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Traffic,traffic.csv,1.0,862,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,862,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_336_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Traffic_96_336,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,336,,0.93,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_336_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/traffic/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_336_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2821854054927826,0.42879176139831543,0.6548219323158264,2.9465861320495605,143007.703125,2.9465861320495605,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_336_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1
gelu,False,0.25,1024,0.07,MAE,rfft,complex,16,862,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_720_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Traffic,traffic.csv,1.0,862,iTransformer,0,"0,1,2,3",True,0.1,4,timeF,862,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.001,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_720_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Traffic_96_720,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,720,,0.93,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_720_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/traffic/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_720_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.3007005751132965,0.4641757309436798,0.6813044548034668,2.9983458518981934,159389.921875,2.9983458518981934,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Traffic_720_0.93_0.07_0.001_type1_10_3_16_rfft_complex_MAE_1
gelu,False,0.25,1024,0.6,MAE,rfft,complex,32,21,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_96_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Weather,weather.csv,1.0,21,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,21,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_96_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Weather_96_96,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,96,,0.4,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_96_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/weather/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_96_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2049550861120224,0.16827796399593353,0.41021695733070374,2.514867067337036,71364.609375,2.514867067337036,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_96_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.6,MAE,rfft,complex,32,21,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_192_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Weather,weather.csv,1.0,21,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,21,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_192_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Weather_96_192,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,192,,0.4,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_192_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/weather/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_192_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.25364354252815247,0.21992143988609314,0.4689578115940094,3.155195951461792,109821.375,3.155195951461792,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_192_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.6,MAE,rfft,complex,32,21,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_336_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Weather,weather.csv,1.0,21,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,21,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_336_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Weather_96_336,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,336,,0.4,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_336_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/weather/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_336_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.2962202727794647,0.2804562747478485,0.5295812487602234,3.357060670852661,109959.984375,3.357060670852661,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_336_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1
gelu,False,0.25,1024,0.6,MAE,rfft,complex,32,21,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_720_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/checkpoints/,0.06,512,1,512,custom,Weather,weather.csv,1.0,21,iTransformer,0,"0,1,2,3",True,0.1,3,timeF,21,[],3,M,1,2023,h,0,0.0005,False,1,1,48,0.0005,2,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_720_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/result_long_term_forecast.txt,MSE,0.5,type1,0.25,1.0,1,0.0005,sgd,all,1e-06,0,iTransformer,Weather_96_720,0,1,25,8,1,0.05,2023,sin,6,5,10,0,adam,False,False,False,False,0.15,"[128, 128]",2,3,0.2,720,,0.4,imputation,local,0,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_720_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/results/,/mnt/tidalfs-bdsz01/usr/panlicheng/dataset/weather/,Monthly,96,1,OT,long_term_forecast,1,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_720_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1/test_results/,1,5,10,False,True,False,0,20,softmax,0.3619738817214966,0.3750095069408417,0.6123802065849304,3.6644954681396484,104354.5703125,3.6644954681396484,/mnt/tidalfs-bdsz01/dataset/llm_ckpt/plc_data/FreDF/results/ltf_repro/iTransformer_Weather_720_0.4_0.6_0.0005_type1_10_3_32_rfft_complex_MAE_1
